time,open,high,low,close,tick_volume,spread,real_volume,time_iso
1659466800,132.304,132.397,132.152,132.233,3028,0,0,2022-08-02 19:00:00
1659467700,132.233,132.274,132.13,132.155,2026,0,0,2022-08-02 19:15:00
1659468600,132.156,132.289,132.155,132.201,2239,0,0,2022-08-02 19:30:00
1659469500,132.2,132.332,132.196,132.256,2051,0,0,2022-08-02 19:45:00
1659470400,132.256,132.359,132.215,132.35,1605,0,0,2022-08-02 20:00:00
1659471300,132.352,132.746,132.352,132.696,2800,0,0,2022-08-02 20:15:00
1659472200,132.699,132.928,132.684,132.826,3530,0,0,2022-08-02 20:30:00
1659473100,132.826,132.875,132.752,132.78,3155,1,0,2022-08-02 20:45:00
1659474000,132.784,132.909,132.777,132.892,2909,0,0,2022-08-02 21:00:00
1659474900,132.892,132.986,132.825,132.833,2521,0,0,2022-08-02 21:15:00
1659475800,132.832,132.918,132.79,132.874,2083,0,0,2022-08-02 21:30:00
1659476700,132.875,132.997,132.824,132.981,1833,0,0,2022-08-02 21:45:00
1659477600,132.982,132.989,132.81,132.816,2344,1,0,2022-08-02 22:00:00
1659478500,132.815,132.851,132.722,132.838,1780,0,0,2022-08-02 22:15:00
1659479400,132.842,132.908,132.842,132.907,1106,0,0,2022-08-02 22:30:00
1659480300,132.908,133.082,132.898,133.068,1362,0,0,2022-08-02 22:45:00
1659481200,133.068,133.16,133.061,133.131,1657,2,0,2022-08-02 23:00:00
1659482100,133.131,133.157,133.095,133.137,1570,1,0,2022-08-02 23:15:00
1659483000,133.136,133.14,133.075,133.115,1450,3,0,2022-08-02 23:30:00
1659483900,133.115,133.173,133.093,133.161,656,3,0,2022-08-02 23:45:00
1659484800,133.151,133.184,133.115,133.146,426,12,0,2022-08-03 00:00:00
1659485700,133.145,133.198,133.144,133.162,292,3,0,2022-08-03 00:15:00
1659486600,133.162,133.167,133.146,133.156,184,22,0,2022-08-03 00:30:00
1659487500,133.158,133.165,133.149,133.156,48,20,0,2022-08-03 00:45:00
1659488400,133.247,133.262,132.914,132.916,1374,3,0,2022-08-03 01:00:00
1659489300,132.916,132.986,132.866,132.934,1703,3,0,2022-08-03 01:15:00
1659490200,132.934,132.991,132.88,132.927,835,3,0,2022-08-03 01:30:00
1659491100,132.928,133.081,132.913,132.994,706,3,0,2022-08-03 01:45:00
1659492000,132.994,133.257,132.984,133.221,1336,0,0,2022-08-03 02:00:00
1659492900,133.22,133.601,133.188,133.547,2309,0,0,2022-08-03 02:15:00
1659493800,133.546,133.549,133.282,133.339,2373,1,0,2022-08-03 02:30:00
1659494700,133.342,133.435,133.299,133.344,1611,0,0,2022-08-03 02:45:00
1659495600,133.344,133.494,133.267,133.492,3250,0,0,2022-08-03 03:00:00
1659496500,133.493,133.898,133.432,133.797,2984,1,0,2022-08-03 03:15:00
1659497400,133.797,133.822,133.595,133.626,1994,2,0,2022-08-03 03:30:00
1659498300,133.626,133.836,133.616,133.793,2039,2,0,2022-08-03 03:45:00
1659499200,133.793,133.845,133.412,133.477,2192,0,0,2022-08-03 04:00:00
1659500100,133.478,133.656,133.439,133.478,2399,2,0,2022-08-03 04:15:00
1659501000,133.486,133.706,133.486,133.666,2256,1,0,2022-08-03 04:30:00
1659501900,133.667,133.773,133.61,133.623,2350,0,0,2022-08-03 04:45:00
1659502800,133.622,133.665,133.581,133.648,1623,0,0,2022-08-03 05:00:00
1659503700,133.647,133.647,133.503,133.546,1758,1,0,2022-08-03 05:15:00
1659504600,133.542,133.554,133.35,133.356,1866,0,0,2022-08-03 05:30:00
1659505500,133.36,133.363,133.029,133.135,3280,0,0,2022-08-03 05:45:00
1659506400,133.136,133.219,132.953,132.986,2220,1,0,2022-08-03 06:00:00
1659507300,132.985,133.093,132.89,133.057,2925,0,0,2022-08-03 06:15:00
1659508200,133.057,133.077,132.941,132.963,2330,2,0,2022-08-03 06:30:00
1659509100,132.963,132.987,132.548,132.604,2687,0,0,2022-08-03 06:45:00
1659510000,132.605,132.618,132.285,132.457,4087,0,0,2022-08-03 07:00:00
1659510900,132.453,132.586,132.417,132.476,3005,0,0,2022-08-03 07:15:00
1659511800,132.476,132.649,132.303,132.648,3217,0,0,2022-08-03 07:30:00
1659512700,132.647,132.824,132.614,132.721,2375,0,0,2022-08-03 07:45:00
1659513600,132.72,132.935,132.702,132.895,2189,0,0,2022-08-03 08:00:00
1659514500,132.892,133.063,132.811,133.042,2059,0,0,2022-08-03 08:15:00
1659515400,133.042,133.095,132.969,133.024,2677,0,0,2022-08-03 08:30:00
1659516300,133.024,133.239,132.983,133.227,3334,0,0,2022-08-03 08:45:00
1659517200,133.226,133.415,133.18,133.274,4011,0,0,2022-08-03 09:00:00
1659518100,133.277,133.353,133.061,133.173,3369,0,0,2022-08-03 09:15:00
1659519000,133.174,133.327,133.171,133.242,2752,0,0,2022-08-03 09:30:00
1659519900,133.243,133.244,133.085,133.149,3387,0,0,2022-08-03 09:45:00
1659520800,133.149,133.149,132.891,133.051,4100,0,0,2022-08-03 10:00:00
1659521700,133.05,133.291,133.049,133.27,4296,0,0,2022-08-03 10:15:00
1659522600,133.265,133.306,133.064,133.141,3732,0,0,2022-08-03 10:30:00
1659523500,133.143,133.333,133.135,133.217,2844,0,0,2022-08-03 10:45:00
1659524400,133.218,133.29,133.103,133.192,2685,0,0,2022-08-03 11:00:00
1659525300,133.194,133.271,133.109,133.14,2369,0,0,2022-08-03 11:15:00
1659526200,133.14,133.295,133.115,133.289,2426,0,0,2022-08-03 11:30:00
1659527100,133.289,133.298,133.151,133.204,2129,0,0,2022-08-03 11:45:00
1659528000,133.205,133.244,133.034,133.099,2285,0,0,2022-08-03 12:00:00
1659528900,133.1,133.159,132.957,132.982,2419,0,0,2022-08-03 12:15:00
1659529800,132.982,133.18,132.957,133.162,2366,0,0,2022-08-03 12:30:00
1659530700,133.162,133.189,133.08,133.16,2380,0,0,2022-08-03 12:45:00
1659531600,133.159,133.173,133.09,133.116,2464,0,0,2022-08-03 13:00:00
1659532500,133.116,133.535,133.105,133.471,2541,0,0,2022-08-03 13:15:00
1659533400,133.471,133.502,133.302,133.312,2763,0,0,2022-08-03 13:30:00
1659534300,133.312,133.401,133.218,133.365,2491,0,0,2022-08-03 13:45:00
1659535200,133.364,133.366,133.254,133.293,1866,0,0,2022-08-03 14:00:00
1659536100,133.295,133.309,133.153,133.158,2088,0,0,2022-08-03 14:15:00
1659537000,133.158,133.322,133.139,133.308,2052,0,0,2022-08-03 14:30:00
1659537900,133.307,133.471,133.293,133.471,2927,0,0,2022-08-03 14:45:00
1659538800,133.472,133.655,133.455,133.589,3237,0,0,2022-08-03 15:00:00
1659539700,133.59,133.672,133.457,133.627,3581,0,0,2022-08-03 15:15:00
1659540600,133.628,133.7,133.522,133.654,3970,0,0,2022-08-03 15:30:00
1659541500,133.653,133.701,133.574,133.576,2503,0,0,2022-08-03 15:45:00
1659542400,133.579,133.647,133.462,133.58,2307,0,0,2022-08-03 16:00:00
1659543300,133.579,133.69,133.528,133.634,3201,0,0,2022-08-03 16:15:00
1659544200,133.633,133.704,133.574,133.66,3620,0,0,2022-08-03 16:30:00
1659545100,133.66,133.702,133.523,133.564,3285,0,0,2022-08-03 16:45:00
1659546000,133.564,134.399,133.564,134.352,5408,0,0,2022-08-03 17:00:00
1659546900,134.353,134.547,134.219,134.24,4445,0,0,2022-08-03 17:15:00
1659547800,134.241,134.404,134.124,134.311,3515,0,0,2022-08-03 17:30:00
1659548700,134.311,134.439,134.226,134.382,3137,0,0,2022-08-03 17:45:00
1659549600,134.381,134.401,134.25,134.305,3618,0,0,2022-08-03 18:00:00
1659550500,134.306,134.359,134.189,134.253,3247,0,0,2022-08-03 18:15:00
1659551400,134.252,134.253,134.159,134.236,3046,0,0,2022-08-03 18:30:00
1659552300,134.236,134.249,134.186,134.205,2838,0,0,2022-08-03 18:45:00
1659553200,134.203,134.21,133.813,133.852,3115,0,0,2022-08-03 19:00:00
1659554100,133.857,133.914,133.76,133.908,2551,0,0,2022-08-03 19:15:00
1659555000,133.906,134.048,133.894,134.041,1962,0,0,2022-08-03 19:30:00
1659555900,134.041,134.134,134.036,134.125,1612,0,0,2022-08-03 19:45:00
1659556800,134.125,134.163,134.055,134.101,1662,0,0,2022-08-03 20:00:00
1659557700,134.101,134.159,134.081,134.131,1766,0,0,2022-08-03 20:15:00
1659558600,134.13,134.131,134.035,134.076,1688,0,0,2022-08-03 20:30:00
1659559500,134.073,134.083,134.019,134.027,1417,0,0,2022-08-03 20:45:00
1659560400,134.027,134.112,133.993,134.085,1491,0,0,2022-08-03 21:00:00
1659561300,134.086,134.151,134.084,134.112,1072,0,0,2022-08-03 21:15:00
1659562200,134.112,134.185,134.085,134.163,868,0,0,2022-08-03 21:30:00
1659563100,134.162,134.182,134.081,134.112,1035,0,0,2022-08-03 21:45:00
1659564000,134.112,134.18,134.088,134.122,1379,0,0,2022-08-03 22:00:00
1659564900,134.122,134.132,134.028,134.035,1391,0,0,2022-08-03 22:15:00
1659565800,134.034,134.072,133.913,133.937,1243,1,0,2022-08-03 22:30:00
1659566700,133.937,133.981,133.925,133.947,1526,0,0,2022-08-03 22:45:00
1659567600,133.948,133.957,133.888,133.909,1369,0,0,2022-08-03 23:00:00
1659568500,133.909,133.931,133.855,133.874,941,3,0,2022-08-03 23:15:00
1659569400,133.874,133.911,133.862,133.869,553,0,0,2022-08-03 23:30:00
1659570300,133.868,133.894,133.843,133.849,1197,1,0,2022-08-03 23:45:00
1659571200,133.841,133.923,133.766,133.804,863,3,0,2022-08-04 00:00:00
1659572100,133.804,133.849,133.804,133.832,133,15,0,2022-08-04 00:15:00
1659573000,133.826,133.844,133.819,133.831,150,15,0,2022-08-04 00:30:00
1659573900,133.837,133.845,133.817,133.835,165,13,0,2022-08-04 00:45:00
1659574800,133.832,134.024,133.831,134.005,746,10,0,2022-08-04 01:00:00
1659575700,134.002,134.003,133.91,133.911,695,9,0,2022-08-04 01:15:00
1659576600,133.91,133.961,133.907,133.921,271,3,0,2022-08-04 01:30:00
1659577500,133.921,133.944,133.913,133.925,215,11,0,2022-08-04 01:45:00
1659578400,133.928,134.096,133.927,134.09,1440,2,0,2022-08-04 02:00:00
1659579300,134.089,134.137,134.026,134.105,1498,1,0,2022-08-04 02:15:00
1659580200,134.107,134.107,134.02,134.095,1406,1,0,2022-08-04 02:30:00
1659581100,134.094,134.139,133.901,133.927,1484,1,0,2022-08-04 02:45:00
1659582000,133.928,133.952,133.683,133.843,2439,2,0,2022-08-04 03:00:00
1659582900,133.843,133.961,133.777,133.934,1553,2,0,2022-08-04 03:15:00
1659583800,133.938,133.955,133.69,133.741,1961,2,0,2022-08-04 03:30:00
1659584700,133.739,133.851,133.562,133.618,2169,2,0,2022-08-04 03:45:00
1659585600,133.626,133.683,133.469,133.53,2766,0,0,2022-08-04 04:00:00
1659586500,133.53,133.643,133.419,133.561,2547,1,0,2022-08-04 04:15:00
1659587400,133.558,133.812,133.548,133.745,2451,2,0,2022-08-04 04:30:00
1659588300,133.749,133.923,133.736,133.875,1821,2,0,2022-08-04 04:45:00
1659589200,133.879,133.883,133.734,133.743,1881,2,0,2022-08-04 05:00:00
1659590100,133.743,133.779,133.705,133.76,1296,2,0,2022-08-04 05:15:00
1659591000,133.761,133.78,133.686,133.732,1692,2,0,2022-08-04 05:30:00
1659591900,133.729,133.853,133.729,133.807,1393,2,0,2022-08-04 05:45:00
1659592800,133.807,133.81,133.716,133.789,1318,2,0,2022-08-04 06:00:00
1659593700,133.789,133.842,133.774,133.779,1245,2,0,2022-08-04 06:15:00
1659594600,133.779,133.822,133.755,133.799,1343,2,0,2022-08-04 06:30:00
1659595500,133.803,133.822,133.771,133.786,1067,2,0,2022-08-04 06:45:00
1659596400,133.786,133.804,133.725,133.761,1408,0,0,2022-08-04 07:00:00
1659597300,133.761,133.787,133.719,133.763,1339,0,0,2022-08-04 07:15:00
1659598200,133.764,133.807,133.666,133.687,1609,0,0,2022-08-04 07:30:00
1659599100,133.684,133.721,133.668,133.702,1433,0,0,2022-08-04 07:45:00
1659600000,133.702,133.805,133.689,133.76,1641,0,0,2022-08-04 08:00:00
1659600900,133.76,133.828,133.757,133.809,1606,0,0,2022-08-04 08:15:00
1659601800,133.811,134.106,133.803,134.035,2329,0,0,2022-08-04 08:30:00
1659602700,134.031,134.092,133.934,134.067,2132,0,0,2022-08-04 08:45:00
1659603600,134.066,134.245,134.011,134.191,3442,0,0,2022-08-04 09:00:00
1659604500,134.185,134.282,134.158,134.277,2764,0,0,2022-08-04 09:15:00
1659605400,134.277,134.305,134.141,134.166,2452,0,0,2022-08-04 09:30:00
1659606300,134.176,134.243,134.116,134.185,2188,0,0,2022-08-04 09:45:00
1659607200,134.184,134.265,134.122,134.164,3129,0,0,2022-08-04 10:00:00
1659608100,134.163,134.194,133.953,134.029,2515,0,0,2022-08-04 10:15:00
1659609000,134.029,134.079,133.984,134.079,2240,0,0,2022-08-04 10:30:00
1659609900,134.079,134.199,134.071,134.156,1955,0,0,2022-08-04 10:45:00
1659610800,134.157,134.234,134.11,134.157,1918,0,0,2022-08-04 11:00:00
1659611700,134.157,134.28,134.132,134.245,2220,0,0,2022-08-04 11:15:00
1659612600,134.246,134.414,134.215,134.35,1876,0,0,2022-08-04 11:30:00
1659613500,134.35,134.422,134.299,134.302,2354,0,0,2022-08-04 11:45:00
1659614400,134.302,134.387,134.3,134.338,2086,0,0,2022-08-04 12:00:00
1659615300,134.34,134.341,134.174,134.186,1984,0,0,2022-08-04 12:15:00
1659616200,134.186,134.249,134.177,134.178,1868,0,0,2022-08-04 12:30:00
1659617100,134.178,134.194,134.097,134.113,1618,0,0,2022-08-04 12:45:00
1659618000,134.116,134.182,134.099,134.136,1959,0,0,2022-08-04 13:00:00
1659618900,134.137,134.169,134.102,134.128,1489,0,0,2022-08-04 13:15:00
1659619800,134.129,134.245,134.128,134.185,1783,0,0,2022-08-04 13:30:00
1659620700,134.185,134.225,134.147,134.186,1510,0,0,2022-08-04 13:45:00
1659621600,134.188,134.282,134.115,134.242,3645,0,0,2022-08-04 14:00:00
1659622500,134.242,134.264,134.142,134.223,2528,0,0,2022-08-04 14:15:00
1659623400,134.223,134.235,133.825,133.964,3311,0,0,2022-08-04 14:30:00
1659624300,133.963,134.056,133.72,133.793,4394,0,0,2022-08-04 14:45:00
1659625200,133.793,133.867,133.377,133.399,4052,0,0,2022-08-04 15:00:00
1659626100,133.399,133.569,133.349,133.516,3661,0,0,2022-08-04 15:15:00
1659627000,133.516,133.516,133.158,133.373,4338,0,0,2022-08-04 15:30:00
1659627900,133.374,133.565,133.349,133.523,3658,0,0,2022-08-04 15:45:00
1659628800,133.526,133.672,133.524,133.615,3548,0,0,2022-08-04 16:00:00
1659629700,133.613,133.794,133.555,133.704,3624,0,0,2022-08-04 16:15:00
1659630600,133.709,133.797,133.59,133.596,4101,0,0,2022-08-04 16:30:00
1659631500,133.596,133.599,133.425,133.438,3462,0,0,2022-08-04 16:45:00
1659632400,133.438,133.496,133.268,133.312,3161,0,0,2022-08-04 17:00:00
1659633300,133.313,133.437,133.272,133.422,2886,0,0,2022-08-04 17:15:00
1659634200,133.422,133.426,133.052,133.163,3806,0,0,2022-08-04 17:30:00
1659635100,133.165,133.241,133.086,133.123,3650,0,0,2022-08-04 17:45:00
1659636000,133.123,133.351,133.107,133.317,3385,0,0,2022-08-04 18:00:00
1659636900,133.318,133.337,133.207,133.224,2654,0,0,2022-08-04 18:15:00
1659637800,133.225,133.387,133.214,133.35,2373,0,0,2022-08-04 18:30:00
1659638700,133.35,133.395,133.267,133.284,2009,0,0,2022-08-04 18:45:00
1659639600,133.284,133.315,133.142,133.147,1711,0,0,2022-08-04 19:00:00
1659640500,133.146,133.158,132.984,133.082,1892,0,0,2022-08-04 19:15:00
1659641400,133.081,133.125,132.942,133.072,2335,0,0,2022-08-04 19:30:00
1659642300,133.074,133.174,133.074,133.087,1928,0,0,2022-08-04 19:45:00
1659643200,133.091,133.208,133.054,133.162,1435,0,0,2022-08-04 20:00:00
1659644100,133.162,133.172,133.036,133.041,1244,1,0,2022-08-04 20:15:00
1659645000,133.041,133.153,133.04,133.13,856,1,0,2022-08-04 20:30:00
1659645900,133.13,133.167,133.075,133.136,1161,1,0,2022-08-04 20:45:00
1659646800,133.139,133.183,133.097,133.099,1439,2,0,2022-08-04 21:00:00
1659647700,133.099,133.131,133.04,133.053,1345,1,0,2022-08-04 21:15:00
1659648600,133.053,133.058,132.973,133.019,1384,1,0,2022-08-04 21:30:00
1659649500,133.019,133.07,132.873,132.9,1798,2,0,2022-08-04 21:45:00
1659650400,132.899,132.978,132.896,132.953,1206,0,0,2022-08-04 22:00:00
1659651300,132.954,132.959,132.856,132.861,1251,1,0,2022-08-04 22:15:00
1659652200,132.861,132.884,132.833,132.845,1620,0,0,2022-08-04 22:30:00
1659653100,132.845,132.878,132.76,132.874,1912,2,0,2022-08-04 22:45:00
1659654000,132.87,132.897,132.854,132.863,754,3,0,2022-08-04 23:00:00
1659654900,132.863,132.972,132.863,132.946,1371,3,0,2022-08-04 23:15:00
1659655800,132.948,132.986,132.933,132.982,650,2,0,2022-08-04 23:30:00
1659656700,132.982,132.984,132.891,132.904,815,3,0,2022-08-04 23:45:00
1659657600,132.863,132.965,132.771,132.939,198,33,0,2022-08-05 00:00:00
1659658500,132.939,132.969,132.932,132.946,465,22,0,2022-08-05 00:15:00
1659659400,132.974,132.982,132.941,132.975,166,13,0,2022-08-05 00:30:00
1659660300,132.969,133.019,132.965,133.005,448,12,0,2022-08-05 00:45:00
1659661200,133.005,133.132,132.993,133.029,2406,0,0,2022-08-05 01:00:00
1659662100,133.024,133.132,132.996,133.082,1085,3,0,2022-08-05 01:15:00
1659663000,133.08,133.092,132.984,133.015,901,2,0,2022-08-05 01:30:00
1659663900,133.015,133.015,132.862,132.862,558,3,0,2022-08-05 01:45:00
1659664800,132.862,132.89,132.774,132.833,1497,2,0,2022-08-05 02:00:00
1659665700,132.833,132.833,132.596,132.697,2170,0,0,2022-08-05 02:15:00
1659666600,132.697,132.811,132.679,132.744,693,2,0,2022-08-05 02:30:00
1659667500,132.744,132.777,132.517,132.622,1242,2,0,2022-08-05 02:45:00
1659668400,132.622,132.974,132.567,132.909,1875,2,0,2022-08-05 03:00:00
1659669300,132.911,132.994,132.869,132.951,872,2,0,2022-08-05 03:15:00
1659670200,132.955,132.994,132.839,132.978,1031,2,0,2022-08-05 03:30:00
1659671100,132.979,133.005,132.866,132.97,2113,2,0,2022-08-05 03:45:00
